strategy,tau_min,k,bin_type,bin,n,mean_ic_dAUC,t_p,wilcoxon_p
community,30,1,duration,long,1788,-8.869630872483233,0.39668096102533523,0.4704994404542352
community,30,3,duration,short,1788,-0.014029642058165596,0.8611424187619012,0.471236358699887
community,30,3,duration,medium,1787,-1.0392921096810295,0.02570029549408516,0.21745929134971898
community,30,3,duration,long,1788,-31.099793064876977,0.025329535851536814,0.018757290949522255
community,30,5,duration,short,1788,-0.057111297539149876,0.4641722379027815,0.7105160027323751
community,30,5,duration,medium,1787,-1.3715864577504202,0.0032712158168346868,0.03262049620499764
community,30,5,duration,long,1788,-37.011023489932896,0.002073323274890572,6.257599195290116e-05
community,30,10,duration,short,1788,0.039337248322147585,0.6332864832630161,0.4671188637368461
community,30,10,duration,medium,1787,-1.8946194739787354,0.0002114988601139203,0.0009351789504892339
community,30,10,duration,long,1788,-43.12744966442954,9.977334684691508e-05,3.9124505103029384e-06
community,60,1,duration,short,1788,0.064001677852349,0.4256364507152871,0.07135649895999208
community,60,1,duration,medium,1787,-0.7823978735310582,0.08420665196447451,0.44460936971415865
community,60,1,duration,long,1788,2.123473154362416,0.8465941733475308,0.9928743231388091
community,60,3,duration,short,1788,0.03016498881431764,0.716760599147044,0.09460259496736602
community,60,3,duration,medium,1787,-1.253796866256296,0.007146861449645504,0.015881877391161422
community,60,3,duration,long,1788,-12.305145413870251,0.2591713486529623,0.38928808812263704
community,60,5,duration,short,1788,-0.0721951901565995,0.3614411629080535,0.8394122282189845
community,60,5,duration,medium,1787,-0.48980693900391714,0.3044376965765599,0.8048051006654618
community,60,5,duration,long,1788,-22.21360178970918,0.030785061303847516,0.1441873293867824
community,60,10,duration,short,1788,0.02022651006711417,0.8057913535109327,0.15098612757259672
community,60,10,duration,medium,1787,-1.1518382764409634,0.011380278859251941,0.08265597967003235
community,60,10,duration,long,1788,-16.45744407158837,0.10028299758801734,0.06843007950303424
earliest,0,1,duration,short,1788,-2.9321280760626394,1.9665383227738857e-147,2.3402821511645707e-207
earliest,0,1,duration,medium,1787,-18.15411024062675,7.835384384237398e-170,1.8975106116337483e-220
earliest,0,1,duration,long,1788,-224.86746644295303,1.79781405688835e-58,3.945377659808488e-187
earliest,0,3,duration,short,1788,-2.91947706935123,3.906066999872084e-151,5.619381311833876e-215
earliest,0,3,duration,medium,1787,-18.2644012311136,1.419000056794368e-162,4.624676321500996e-214
earliest,0,3,duration,long,1788,-224.22747762863534,1.2246798972001782e-50,4.968206780778132e-183
earliest,0,5,duration,short,1788,-2.9157410514541393,3.3191703592481235e-143,7.922004564228243e-203
earliest,0,5,duration,medium,1787,-18.605968102965864,2.687711107207013e-172,1.0157989812647887e-226
earliest,0,5,duration,long,1788,-231.15956935123046,1.5936716777879023e-49,1.889497585965263e-188
earliest,0,10,duration,short,1788,-2.9524133109619686,5.569494851131811e-148,4.229503626075802e-204
earliest,0,10,duration,medium,1787,-17.99712087297146,1.2000190490594319e-170,3.857372738556174e-217
earliest,0,10,duration,long,1788,-221.09227628635347,1.098839057028697e-65,1.6049279490935938e-187
earliest,15,1,duration,short,1788,0.02736297539149888,0.7238235957950299,0.4425731363295202
earliest,15,1,duration,medium,1787,-0.40524622271964184,0.3834826680950364,0.3974757298407158
earliest,15,1,duration,long,1788,-7.395637583892628,0.4682123306854562,0.9410742047170967
earliest,15,3,duration,short,1788,0.05206655480984345,0.5069548530722077,0.26429905362766815
earliest,15,3,duration,medium,1787,-1.1779546726357017,0.012014184196598646,0.04959364743512947
earliest,15,3,duration,long,1788,-21.08098993288591,0.040673381810084897,0.08914909872929559
earliest,15,5,duration,short,1788,-0.06268736017897089,0.44418147963046706,0.9201121585097968
earliest,15,5,duration,medium,1787,-1.7379994404029098,0.00035691767673016664,0.012463452759666283
earliest,15,5,duration,long,1788,-29.433624161073837,0.002976415700596315,0.0006674684494489823
earliest,15,10,duration,short,1788,-0.09102069351230425,0.28841239118207707,0.5273003080267339
earliest,15,10,duration,medium,1787,-1.4667403469501967,0.0033027484749282446,0.042612070194638536
earliest,15,10,duration,long,1788,-45.83848993288591,0.00011042145054888897,7.368817180186522e-05
earliest,30,1,duration,short,1788,0.0024133109619687344,0.9771122169951045,0.9905980822770174
earliest,30,1,duration,medium,1787,-0.6836010072747624,0.12935602194415377,0.24040768760009357
earliest,30,1,duration,long,1788,2.0449384787471905,0.8504211692552885,0.8607389676440688
earliest,30,3,duration,short,1788,0.036753355704698086,0.6469283980943992,0.7376214620042529
earliest,30,3,duration,medium,1787,-0.4818774482372694,0.3022479704836909,0.7826771048098068
earliest,30,3,duration,long,1788,-6.598064876957505,0.6180910153717252,0.23135928213904422
earliest,30,5,duration,short,1788,0.04453859060402684,0.573855305932236,0.6959623398072813
earliest,30,5,duration,medium,1787,-1.020344152210409,0.026175409734268844,0.21257304574010827
earliest,30,5,duration,long,1788,-10.091644295302018,0.3300786264739912,0.31537450706848036
earliest,30,10,duration,short,1788,-0.017055369127516793,0.8327884630412243,0.8707100322230474
earliest,30,10,duration,medium,1787,-1.2900027979854507,0.009630853525533663,0.06427990914764836
earliest,30,10,duration,long,1788,-38.545715883668905,0.0006080397955909504,1.833593695676319e-06
earliest,60,1,duration,short,1788,0.016003914988814344,0.8420906344321929,0.3139204518320795
earliest,60,1,duration,medium,1787,-0.4141606043648573,0.38036646067507207,0.7007363224507535
earliest,60,1,duration,long,1788,4.692589485458598,0.6332435220932111,0.9015500806731661
earliest,60,3,duration,short,1788,0.033531879194630874,0.6757242789858451,0.10118303737812856
earliest,60,3,duration,medium,1787,-0.6717935086737549,0.1311268700112062,0.15800508014047387
earliest,60,3,duration,long,1788,-9.050453020134237,0.3676821166917872,0.0909383071347199
earliest,60,5,duration,short,1788,0.029370805369127565,0.7251662205015239,0.322796080809877
earliest,60,5,duration,medium,1787,-0.4272439843312821,0.34860497923141964,0.7813020284863323
earliest,60,5,duration,long,1788,-14.296912751677858,0.17131789993832397,0.11444259336732163
earliest,60,10,duration,short,1788,0.09490771812080535,0.2380951369556196,0.09585211132587529
earliest,60,10,duration,medium,1787,-0.7812171236709573,0.0758106373612529,0.33745953191986844
earliest,60,10,duration,long,1788,-17.828596196868013,0.10145241332066023,0.13882341820967486
hubs,0,1,duration,short,1788,-2.2512555928411633,9.969456922643073e-88,2.958428523295441e-137
hubs,0,1,duration,medium,1787,-14.078961947397874,9.573833567761953e-102,2.3312974456842863e-145
hubs,0,1,duration,long,1788,-152.6192393736018,1.4292884640779968e-33,8.393159638577368e-104
hubs,0,3,duration,short,1788,-2.965092281879194,1.0885482077209227e-147,1.0502001332363106e-204
hubs,0,3,duration,medium,1787,-18.724524342473423,1.5505471929417881e-173,1.5967078798019688e-221
hubs,0,3,duration,long,1788,-238.98226510067116,3.534926591261643e-51,1.1659645192063466e-186
hubs,0,5,duration,short,1788,-2.9148238255033556,3.338204864979583e-151,1.2727583405587227e-207
hubs,0,5,duration,medium,1787,-18.200372132064913,1.0580759501613793e-166,3.068574857321153e-217
hubs,0,5,duration,long,1788,-234.48843959731542,1.346038406941511e-60,1.295019929808118e-185
hubs,0,10,duration,short,1788,-2.9480564876957494,4.489570146678141e-148,9.564517619490349e-209
hubs,0,10,duration,medium,1787,-18.757025741466144,1.891561926261919e-177,4.2050297717511447e-225
hubs,0,10,duration,long,1788,-228.7525447427293,4.067010036801097e-59,3.5892290165412e-192
hubs,15,1,duration,short,1788,-0.007905480984340015,0.9218127634997537,0.6396476973829582
hubs,15,1,duration,medium,1787,-1.037036933407947,0.028398321712214066,0.11664328480441803
hubs,15,1,duration,long,1788,-11.273629753915,0.25853960596812003,0.40526119665304816
hubs,15,3,duration,short,1788,-0.14638422818791946,0.08227799413739643,0.35497397299843525
hubs,15,3,duration,medium,1787,-1.7060464465584784,0.0006993799541393877,0.002988779917901378
hubs,15,3,duration,long,1788,-45.73520693512305,9.67175243043933e-05,8.11995149523394e-05
hubs,15,5,duration,short,1788,-0.03891778523489932,0.637617205842059,0.38547765945207835
hubs,15,5,duration,medium,1787,-2.1436569669837717,2.4644571469827324e-05,0.0005381035163301878
hubs,15,5,duration,long,1788,-51.92456375838926,3.143248430864356e-05,9.374702979205966e-05
hubs,15,10,duration,short,1788,-0.07693232662192394,0.38049738632659513,0.7199813906867767
hubs,15,10,duration,medium,1787,-2.017249580302183,7.287708876142582e-05,0.0002405321354906862
hubs,15,10,duration,long,1788,-55.60329418344519,1.0440015038572093e-06,2.9324436999144524e-06
hubs,30,1,duration,short,1788,0.04316275167785238,0.5885431421347452,0.20966127046370653
hubs,30,1,duration,medium,1787,-0.14652770005595991,0.750617096564326,0.5284730255278222
hubs,30,1,duration,long,1788,-7.620206935123051,0.49077481709012405,0.06423622937362045
hubs,30,3,duration,short,1788,-0.04900727069351228,0.5334987029509586,0.8095782911096974
hubs,30,3,duration,medium,1787,-1.3984862898712933,0.002716794183637853,0.05927187535634072
hubs,30,3,duration,long,1788,-38.01637024608501,0.0004902946656234137,0.0003459145397817476
hubs,30,5,duration,short,1788,0.010634787472035723,0.8968926509061302,0.211007768859807
hubs,30,5,duration,medium,1787,-2.4682960268606604,2.1178249703129367e-07,2.5659182274704437e-05
hubs,30,5,duration,long,1788,-29.645190156599554,0.007484074839419688,0.00010735086050581442
hubs,30,10,duration,short,1788,-0.02994127516778526,0.7131292069623196,0.9505814219160713
hubs,30,10,duration,medium,1787,-2.0083687744823733,3.1119794621249874e-05,0.0003804556833815789
hubs,30,10,duration,long,1788,-38.011107382550335,0.00032740523604642477,0.0009433346745180166
hubs,60,1,duration,short,1788,-0.008453579418344499,0.9167669648810745,0.6440660866472341
hubs,60,1,duration,medium,1787,-0.7405847789591495,0.11102360935270947,0.44609880897562204
hubs,60,1,duration,long,1788,-3.733590604026859,0.6903816040084508,0.2927387114946469
hubs,60,3,duration,short,1788,-0.044303691275167804,0.5823121289872674,0.788583194226478
hubs,60,3,duration,medium,1787,-1.1295495243424731,0.015832657579528914,0.0743892637334013
hubs,60,3,duration,long,1788,-23.20582774049218,0.019733199176922747,0.04383736251645236
hubs,60,5,duration,short,1788,0.045053131991051425,0.5667380254001657,0.416330654633877
hubs,60,5,duration,medium,1787,-1.257546166759933,0.007310605324891686,0.01141682907827533
hubs,60,5,duration,long,1788,-16.88394295302014,0.11145167735052697,0.03888701728639525
hubs,60,10,duration,short,1788,0.05301733780760622,0.5000135662392786,0.37530468731705713
hubs,60,10,duration,medium,1787,-0.9345075545607167,0.03582927453072309,0.11430163790893103
hubs,60,10,duration,long,1788,-29.47543624161075,0.011210104881752607,0.08373243056052364
random,0,1,duration,short,1788,-1.380657158836689,4.016756338323083e-44,8.196640995522913e-61
random,0,1,duration,medium,1787,-9.003220481253496,1.1995863856453826e-57,1.8880940146196346e-69
random,0,1,duration,long,1788,-107.33192953020135,5.849746170433308e-17,2.5863735859925297e-54
random,0,3,duration,short,1788,-2.9124972035794183,1.1193001193470644e-142,2.4601121720650867e-209
random,0,3,duration,medium,1787,-18.56318130945719,1.2383852509350564e-167,6.512471237958315e-221
random,0,3,duration,long,1788,-232.795341163311,1.3090575319824062e-52,8.342612281588691e-187
random,0,5,duration,short,1788,-2.9377265100671144,2.280401338415551e-146,2.229818070000163e-205
random,0,5,duration,medium,1787,-18.30465304980414,2.5080132905441123e-164,1.4076029725765258e-222
random,0,5,duration,long,1788,-214.97342281879193,2.5816080597461697e-62,4.945719320757541e-182
random,0,10,duration,short,1788,-2.971188478747204,1.0265606089656749e-150,1.0108427167136275e-211
random,0,10,duration,medium,1787,-18.23004756575266,6.919018906340321e-165,3.7221336965745765e-225
random,0,10,duration,long,1788,-220.02060961968678,9.342338723729357e-52,1.7616184636369282e-185
random,15,1,duration,short,1788,-0.042586689038031304,0.6126831327937234,0.8837334608565881
random,15,1,duration,medium,1787,-0.8485534415221043,0.05384084671581727,0.16186139235659391
random,15,1,duration,long,1788,-0.9332046979865806,0.9207636490214967,0.4464271923160138
random,15,3,duration,short,1788,-0.09379474272930649,0.2562592226428128,0.7721710848551306
random,15,3,duration,medium,1787,-0.7294096250699498,0.1298772715685657,0.6402260472531042
random,15,3,duration,long,1788,-16.81096756152126,0.15252763008177636,0.006340158285804821
random,15,5,duration,short,1788,-0.040590044742729314,0.6155312079652436,0.7915254959311377
random,15,5,duration,medium,1787,-1.7131141578063793,0.00029183173600843144,0.02543188194920133
random,15,5,duration,long,1788,-37.41682885906041,0.0008219386594920533,5.8000170166649516e-05
random,15,10,duration,short,1788,-0.06500838926174494,0.4471085598013771,0.45580956611452805
random,15,10,duration,medium,1787,-2.2524090654728592,1.0408904223399856e-05,0.0002671294585422284
random,15,10,duration,long,1788,-41.570822147651015,0.0002788295892623936,2.8954889424608583e-05
random,30,1,duration,short,1788,0.023464765100671116,0.7654655481488755,0.23593109521461664
random,30,1,duration,medium,1787,-0.2482176832680474,0.5839890137287531,0.46263253350934197
random,30,1,duration,long,1788,7.534155480984325,0.4479558736084972,0.14034624265243664
random,30,3,duration,short,1788,-0.021003914988814352,0.7961439538511579,0.9557267672397564
random,30,3,duration,medium,1787,-0.8909149412423051,0.049050246880606684,0.31600612931545224
random,30,3,duration,long,1788,-0.8730369127516823,0.9345513766024398,0.7542003213886536
random,30,5,duration,short,1788,0.012754474272930704,0.8714527108409927,0.8180978262991536
random,30,5,duration,medium,1787,-1.1126049244543932,0.016661903812571953,0.17436702936134973
random,30,5,duration,long,1788,-20.84135346756153,0.055249604161605154,0.0034082997690235758
random,30,10,duration,short,1788,-0.012547539149888121,0.8753851721633346,0.6084563153334787
random,30,10,duration,medium,1787,-1.4517823167319535,0.0020184886706508857,0.04356034978505262
random,30,10,duration,long,1788,-47.304809843400456,1.0538376754533622e-05,0.00015935892787797448
random,60,1,duration,short,1788,0.050232102908277454,0.5304090780329285,0.5579316393265095
random,60,1,duration,medium,1787,-0.3690346950195862,0.40490719976998524,0.4529479553734832
random,60,1,duration,long,1788,4.445218120805365,0.6583905158646501,0.7072663668552275
random,60,3,duration,short,1788,0.08284395973154363,0.2920790773944765,0.6028337969939136
random,60,3,duration,medium,1787,-0.6184023503077789,0.17816363146303646,0.8137525052617903
random,60,3,duration,long,1788,-12.134530201342285,0.22813440222104145,0.6237421750112662
random,60,5,duration,short,1788,0.07909116331096198,0.3369859942400887,0.21008064717850605
random,60,5,duration,medium,1787,-0.9267627308338,0.049266459872354965,0.06314907340576144
random,60,5,duration,long,1788,-17.31940715883669,0.11315956217451176,0.03872990249134791
random,60,10,duration,short,1788,0.06989653243847878,0.40470626392633513,0.18119667984581567
random,60,10,duration,medium,1787,-1.3938919977616118,0.002726251580373038,0.04010102639593933
random,60,10,duration,long,1788,-21.32083333333335,0.04905605160699514,0.12212779795910943
